sex,sd.random.intercept,temporal.correlation,sd.shock,sd.uncorrelated.error
1,0.8236485889362959,0.9414292262152908,0.18133674671827815,0.18006228950229172
0,0.7488430930649889,0.965504468443883,0.1636722529424857,0.21006753316361837
