sex,sd.random.intercept,temporal.correlation,sd.shock,sd.uncorrelated.error
1,0.8083387244405913,0.9493284688976119,0.17506111488708134,0.19059187766736463
0,0.7121958703190072,0.9708154565082687,0.16009420989807682,0.21718575148801902
