sex,mu.education.1,mu.education.2,mu.education.3,mu.age.1,mu.age.2,sigma.education.1,sigma.education.2,sigma.education.3,sigma.age.1,sigma.age.2,nu,tau
1,18.996077167543362,18.289170823962436,17.611127860843183,0.1559932520122008,-0.0011741703386400268,2.7276605909635796,2.398178736287597,1.9603247693764363,0.034602559474717874,-2.9259723147723464e-4,0.4436438071113594,0.8302466990251679
0,18.045919743623358,17.749184837267507,17.19632775429449,0.2573144622936624,-0.0021373730917004182,2.2195643275504877,1.9239913094615502,1.6766606933446642,0.034914974483802035,-3.326919379480181e-4,0.26259713209433755,0.7680483198161671
